Code,Name,2022-12,2023-03,2023-06,2023-09,2023-12,2024-03,2024-06,2024-09,2024-12
088350,한화생명,-27.71,10.17,5.69,0.71,-0.43,6.14,6.31,2.71,2.57
090430,아모레퍼시픽,5.24,7.04,0.62,1.94,2.23,7.97,0.46,6.67,7.19
093370,후성,-1.67,-11.39,-2.16,-5.3,-17.98,-8.68,3.79,-1.68,-2.35
096770,SK이노베이션,-4,1.96,-1.46,6.8,-0.86,3.11,-0.84,-2.74,0.41
097950,CJ제일제당,3.18,3.58,4.77,5.32,4.09,5.21,5.24,5.56,5.2
103140,풍산,3.78,8.12,5.2,3.43,5.21,5.63,13.08,6.59,2.76
105560,KB금융,2.23,8.67,12.92,10.44,1.34,10.06,11.58,15.21,3.9
111770,영원무역,18.63,19.89,20.89,18.02,10.5,10.01,18.65,9.78,-3.12
112610,씨에스윈드,-1.6,6.99,10.06,10.89,-0.94,-1.82,14.45,13.64,5.22
114090,GKL,5.87,24.93,10.98,14.22,-1.04,14.14,13.37,6.18,5.17
120110,코오롱인더,2.68,3.21,5.87,2.94,4.54,2.72,4.85,2.69,2.76
128940,한미약품,11.06,16.59,9.67,15.78,16.6,18.99,15.37,14.08,8.66
137310,에스디바이오센서,-58.05,-67.86,-46.98,-29.29,-18.55,-5.99,-8.89,-6.18,-10.03
138040,메리츠금융지주,3.42,4.61,5.8,6.35,3.67,6.14,8.96,8.27,4.3
138930,BNK금융지주,4.69,12.42,12.12,11.44,-2.79,11.75,11.85,10.57,1.1
139130,iM금융지주,0.53,10.32,9.94,8.92,-1.97,7.45,1.66,6.28,-2.02
139480,이마트,0.17,0.19,-0.73,1.01,-1.16,0.65,-0.49,1.49,-1.06
145720,덴티움,38.71,31.29,30.45,32.05,43.72,23.24,24.81,25.74,22.91
161390,한국타이어앤테크놀로지,9.37,9.08,10.97,16.94,22.06,18.74,18.12,19.31,18.69
161890,한국콜마,1.8,2.47,9.28,6.01,6.77,5.64,10.87,8.71,5.95
175330,JB금융지주,16.34,22.13,21.45,22.03,11.34,19.99,22.03,22.75,13.63
180640,한진칼,7.47,17.92,21.54,14.63,8.82,18.45,20.67,17.03,11.22
185750,종근당,4.68,8.62,11.36,13.81,22.67,8.53,9.03,6.31,1.63
192080,더블유게임즈,32.67,31.71,34.92,38.76,40.95,38.44,41.11,38.6,38.84
192820,코스맥스,0.6,3.43,9.61,7.27,5.16,8.63,8.47,8.19,7.14
204320,HL만도,2.61,3.52,3.69,3.85,2.31,3.59,4.17,3.8,4.58
207940,삼성바이오로직스,32.4,26.6,29.26,30.81,32.6,23.37,37.56,28.52,25.92
241560,두산밥캣,10.52,15.37,17.49,12.54,11.06,13.61,10.66,7.04,8.41
251270,넷마블,-3.5,-4.68,-6.17,-3.47,2.83,0.63,14.22,10.12,5.43
259960,크래프톤,26.63,52.53,33.97,42.03,30.74,46.63,46.97,45.1,34.89
267250,HD현대,1.66,3.49,3.03,4.87,2.14,4.81,5.01,2.6,5.14
267260,HD현대일렉트릭,7.56,8.15,9.16,12.3,15.63,16.08,22.91,20.77,20.39
268280,미원에스씨,7.49,3.25,5.89,5.38,6.14,10.09,12.9,12.66,10.44
271560,오리온,17.22,14.94,15.72,18.36,18.27,16.72,16.92,17.69,18.53
272210,한화시스템,0.88,2.81,4.9,6.39,5.2,8.36,12.29,9.44,3.12
278470,에이피알,16.19,18.98,19.41,17.93,22.6,18.64,18.01,15.65,16.25
280360,롯데웰푸드,1.89,1.94,4.67,7.42,2.98,3.93,6.06,7.05,-2.02
282330,BGF리테일,2.68,2.0,3.72,3.94,2.5,1.67,3.46,3.92,2.33
285130,SK케미칼,9.4,2.37,-3.73,14.34,1.19,-3.32,2.14,-2.92,-5.61
298020,효성티앤씨,-2.39,3.73,3.34,2.57,1.64,4.05,4.27,3.49,2.15
298040,효성중공업,4.16,1.67,7.64,9.1,4.91,5.71,5.25,9.73,8.41
298050,HS효성첨단소재,5.94,8.07,5.96,4.55,2.92,7.66,7.88,5.38,5.56
300720,한일시멘트,7.73,7.06,17.18,16.39,13.11,13.5,21.48,18.81,8.04
302440,SK바이오사이언스,6.47,-141.72,-133.35,26.29,-9.3,-126.18,-74.47,-64.26,-32.37
316140,우리금융지주,-97.41,9.99,8.27,12.33,1.52,8.96,11.52,15.86,4.35
323410,카카오뱅크,17.7,24.34,18.22,19.42,15.49,20.67,23.13,23.28,15.39
326030,SK바이오팜,-71.09,-37.27,-24.59,-11.86,11.66,9.03,19.44,14.16,24.94
329180,HD현대중공업,0.83,-1.58,2.24,0.45,4.06,0.71,5.04,5.71,7.05
352820,하이브,9.54,12.79,13.1,13.51,14.65,3.99,7.95,10.27,8.89
361610,SK아이이테크놀로지,-5.81,1.22,3.67,6.93,17.53,-146.04,-95.1,-143.82,-155.12
373220,LG에너지솔루션,2.78,6.09,3.99,6.27,1.1,-0.52,-4.1,-0.26,-9.34
375500,DL이앤씨,5.33,4.87,3.65,4.38,3.78,3.22,1.57,4.34,3.86
377300,카카오페이,-18.13,-9.2,-8.45,-6.0,-12.92,-5.5,-3.92,-4.02,-15.14
383220,F&F,28.09,29.99,27.15,30.14,24.72,25.68,23.45,24.02,22.03
402340,SK스퀘어,"-3,312.09",-108.96,-137.12,-106.55,-64.34,35.72,57.68,69.26,74.72
443060,HD현대마린솔루션,,,15.03,13.99,13.2,13.44,16.21,18.08,14.22
450080,에코프로머티,-0.32,3.57,2.46,-2.87,0.07,-16.38,-5.5,-58.5,-10.84
454910,두산로보틱스,-15.32,-25.46,-41.3,-49.06,-18.36,-63.28,-54.57,-95.55,-146.71
456040,OCI,,,4.43,4.89,4.09,7.19,5.92,3.01,3.92
457190,이수스페셜티케미컬,,,12.89,0.53,-31.14,2.67,7.76,4.54,1.02
489790,한화비전,,,,,,,,6.06,-2.43
