date,open,high,low,close,volume,value,diff,change,sign,shcode,marketcap,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff
20251110,98600,101000,97900,100600,23415247,2335834,2.76,2700,2,005930,595515575,2.35,130.41,52.36,0.40,692440,1137212,-1917458,2,700,0.72,2,3100,3.17,3,0,0.00
20251107,96400,100300,96300,97900,22877249,2243163,-1.31,1300,5,005930,579532553,-19.71,90.59,52.34,0.39,2576990,-1833179,-670413,5,-2800,-2.82,2,1100,1.11,5,-2900,-2.92
20251106,103700,103800,98800,99200,28494232,2863366,-1.39,1400,5,005930,587228082,-36.44,87.34,52.30,0.48,-7219864,1744157,5228324,2,3100,3.08,2,3200,3.18,5,-1800,-1.79
20251105,101000,102000,96700,100600,44831884,4471738,-4.10,4300,5,005930,595515575,47.27,95.18,52.43,0.76,-1622112,-1069851,3161844,5,-3900,-3.72,5,-2900,-2.76,5,-8200,-7.82
20251104,111800,112400,104900,104900,30442172,3287977,-5.58,6200,5,005930,620970018,1.64,65.61,52.47,0.51,-5505364,-731109,6602532,2,700,0.63,2,1300,1.17,5,-6200,-5.58
20251103,106900,111500,106500,111100,29950394,3277818,3.35,3600,2,005930,657671773,-18.36,136.16,52.56,0.51,-2583920,2283333,188547,5,-600,-0.56,2,4000,3.72,5,-1000,-0.93
20251031,105000,108600,103300,107500,36685902,3884000,3.27,3400,2,005930,636361077,6.75,120.13,52.62,0.62,17412593,-15452058,-2194927,2,900,0.86,2,4500,4.32,5,-800,-0.77
20251030,102400,105800,102000,104100,34365446,3570233,3.58,3600,2,005930,616234308,66.45,127.09,52.36,0.58,5159179,59109,-5274854,2,1900,1.89,2,5300,5.27,2,1500,1.49
20251029,100200,101000,99100,100500,20646412,2067030,1.01,1000,2,005930,594923611,4.12,112.94,52.26,0.35,-2019188,855784,1048516,2,700,0.70,2,1500,1.51,5,-400,-0.40
20251028,100900,101000,99100,99500,19830309,1977815,-2.45,2500,5,005930,589003973,-10.26,81.14,52.30,0.33,-2600429,-913950,3387485,5,-1100,-1.08,5,-1000,-0.98,5,-2900,-2.84
20251027,101300,102000,100600,102000,22097588,2243280,3.24,3200,2,005930,603803068,19.00,128.57,52.36,0.37,7772871,1615226,-9256525,2,2500,2.53,2,3200,3.24,2,1800,1.82
20251024,97900,99000,97700,98800,18568841,1829528,2.38,2300,2,005930,584860227,1.69,126.80,52.22,0.31,5254370,3565823,-8645536,2,1400,1.45,2,2500,2.59,2,1200,1.24
20251023,96800,98500,96300,96500,18259577,1774450,-2.13,2100,5,005930,571245059,17.55,94.35,52.13,0.31,-1180977,-1560979,2643693,5,-1800,-1.83,5,-100,-0.10,5,-2300,-2.33
20251022,97100,98600,95500,98600,15533688,1508183,1.13,1100,2,005930,583676299,-31.70,96.96,52.15,0.26,-489340,1098158,-512514,5,-400,-0.41,2,1100,1.13,5,-2000,-2.05
20251021,98500,99900,97300,97500,22742094,2246581,-0.61,600,5,005930,577164697,29.54,83.99,52.15,0.38,651760,1271387,-1849438,2,400,0.41,2,1800,1.83,5,-800,-0.82
20251020,97900,98300,96000,98100,17555614,1711671,0.20,200,2,005930,580716480,-20.89,86.56,52.13,0.30,-987877,970254,-134577,3,0,0.00,2,400,0.41,5,-1900,-1.94
20251017,97200,99100,96700,97900,22190608,2172209,0.20,200,2,005930,579532553,-16.11,98.34,52.15,0.37,4057879,-1069212,-2907282,5,-500,-0.51,2,1400,1.43,5,-1000,-1.02
20251016,95300,97700,95000,97700,26451798,2565152,2.84,2700,2,005930,578348625,26.42,121.87,52.09,0.45,5787756,2000393,-7625751,2,300,0.32,2,2700,2.84,3,0,0.00
20251015,92300,95300,92100,95000,20924222,1967145,3.71,3400,2,005930,562365603,-41.01,148.98,52.00,0.35,1743317,1592972,-3334244,2,700,0.76,2,3700,4.04,2,500,0.55
20251014,95300,96000,90200,91600,35470296,3305073,-1.82,1700,5,005930,542238834,49.11,72.19,51.96,0.60,2730931,-2355665,-512790,2,2000,2.14,2,2700,2.89,5,-3100,-3.32
20251013,91300,93400,90700,93300,23788358,2188621,-1.17,1100,5,005930,552302218,-31.30,105.69,51.92,0.40,-2444552,67960,2283798,5,-3100,-3.28,5,-1000,-1.06,5,-3700,-3.92
20251010,94000,94500,92700,94400,34625685,3250670,6.07,5400,2,005930,558813820,-30.39,119.08,51.96,0.58,6400440,366625,-6505605,2,5000,5.62,2,5500,6.18,2,3700,4.16
20251002,89300,90300,88700,89000,49745285,4459780,3.49,3000,2,005930,526847775,128.99,120.29,51.85,0.84,19178163,233409,-19249147,2,3300,3.84,2,4300,5.00,2,2700,3.14
20251001,84900,86200,84700,86000,21723885,1859141,2.50,2100,2,005930,509088861,43.93,192.77,51.52,0.37,6170579,1484044,-7449729,2,1000,1.19,2,2300,2.74,2,800,0.95
20250930,84600,84900,83400,83900,15092858,1268921,-0.36,300,5,005930,496657622,16.32,80.91,51.41,0.25,1269368,-240957,-1115898,2,400,0.48,2,700,0.83,5,-800,-0.95
20250929,83300,85000,83200,84200,12975644,1094991,1.08,900,2,005930,498433513,-43.68,113.11,51.38,0.22,1040266,966344,-2366007,3,0,0.00,2,1700,2.04,5,-100,-0.12
20250926,85000,85300,82400,83300,23038221,1925035,-3.25,2800,5,005930,493105839,18.53,68.19,51.37,0.39,1572348,-2836910,810705,5,-1100,-1.28,5,-800,-0.93,5,-3700,-4.30
20250925,84400,86200,84100,86100,19437019,1663836,0.82,700,2,005930,509680825,12.73,101.12,51.35,0.33,4891791,276865,-5653744,5,-1000,-1.17,2,800,0.94,5,-1300,-1.52
20250924,84200,85500,83700,85400,17241965,1460436,0.83,700,2,005930,505537079,-23.89,107.89,51.27,0.29,830913,517678,-1712355,5,-500,-0.59,2,800,0.94,5,-1000,-1.18
20250923,85800,85900,83600,84700,22655011,1919691,1.44,1200,2,005930,501393332,-17.51,109.28,51.26,0.38,1891783,-1300282,-1232456,2,2300,2.75,2,2400,2.87,2,100,0.12
20250922,81500,84000,81100,83500,27464808,2282706,4.77,3800,2,005930,494289766,39.35,161.12,51.25,0.46,8034593,1932257,-10294296,2,1800,2.26,2,4300,5.40,2,1400,1.76
20250919,81100,81200,79600,79700,19709411,1577397,-0.99,800,5,005930,471795142,-21.08,91.66,51.11,0.33,175481,-1073051,146081,2,600,0.75,2,700,0.87,5,-900,-1.12
20250918,79100,80500,78600,80500,24974737,1994853,2.94,2300,2,005930,476530853,22.98,187.82,51.12,0.42,4374404,4524496,-9438120,2,900,1.15,2,2300,2.94,2,400,0.51
20250917,79100,79100,77100,78200,20308056,1587194,-1.51,1200,5,005930,462915686,-26.87,95.35,51.04,0.34,2114711,-797224,-1992453,5,-300,-0.38,5,-300,-0.38,5,-2300,-2.90
20250916,76900,79500,76700,79400,27771531,2176241,3.79,2900,2,005930,470019251,39.49,206.94,51.02,0.47,13121022,886516,-13653413,2,400,0.52,2,3000,3.92,2,200,0.26
20250915,77200,77600,75900,76500,19908805,1529429,1.46,1100,2,005930,452852301,-29.16,126.22,50.78,0.34,3431271,1660236,-5419485,2,1800,2.39,2,2200,2.92,2,500,0.66
20250912,74600,75600,74200,75400,28103339,2109248,2.72,2000,2,005930,446340699,35.30,164.16,50.72,0.47,10526539,6015158,-16962744,2,1200,1.63,2,2200,3.00,2,800,1.09
20250911,73200,73600,72100,73400,20771176,1516402,1.10,800,2,005930,434501423,-3.69,114.26,50.53,0.35,-67258,5558618,-6067129,2,600,0.83,2,1000,1.38,5,-500,-0.69
20250910,71800,72800,71600,72600,21566429,1563452,1.54,1100,2,005930,429765713,53.64,144.05,50.54,0.36,5282014,4582471,-10482254,2,300,0.42,2,1300,1.82,2,100,0.14
20250909,70100,71500,70000,71500,14037345,995839,2.00,1400,2,005930,423254111,52.59,200.36,50.44,0.24,3870217,1864337,-6511482,3,0,0.00,2,1400,2.00,5,-100,-0.14
20250908,69800,70500,69600,70100,9199567,644088,0.86,600,2,005930,414966618,-20.02,110.55,50.37,0.16,685406,-167019,-1389241,2,300,0.43,2,1000,1.44,2,100,0.14
20250905,70300,70400,69500,69500,11502567,802963,-0.86,600,5,005930,411414836,-2.21,112.42,50.35,0.19,-1551978,-103239,749207,2,200,0.29,2,300,0.43,5,-600,-0.86
20250904,69500,70100,69300,70100,11762151,818991,0.43,300,2,005930,414966618,14.45,106.37,50.38,0.20,418792,-645230,-674788,5,-300,-0.43,2,300,0.43,5,-500,-0.72
20250903,69200,69800,68800,69800,10277260,714116,1.01,700,2,005930,413190727,-1.96,141.32,50.37,0.17,1390266,-1111477,-1234611,2,100,0.14,2,700,1.01,5,-300,-0.43
20250902,67800,69500,67800,69100,10482431,723176,2.22,1500,2,005930,409046980,-12.66,129.52,50.35,0.18,1919334,-805050,-2003591,2,200,0.30,2,1900,2.81,2,200,0.30
20250901,68400,68600,67500,67600,12002343,815939,-3.01,2100,5,005930,400167524,6.39,65.72,50.32,0.20,-2705255,-1078375,2861486,5,-1300,-1.87,5,-1100,-1.58,5,-2200,-3.16
20250829,70100,70500,69700,69700,11281332,789283,0.14,100,2,005930,412598763,-2.50,91.47,50.49,0.19,-1773935,-165432,1064906,2,500,0.72,2,900,1.29,2,100,0.14
20250828,70100,70400,69600,69600,11570325,809887,-1.42,1000,5,005930,412006799,10.91,59.31,50.52,0.20,-3461134,-793042,3327050,5,-500,-0.71,5,-200,-0.28,5,-1000,-1.42
20250827,70100,70900,69800,70600,10432405,734853,0.43,300,2,005930,417926437,-27.85,95.62,50.49,0.18,-851008,-82081,61784,5,-200,-0.28,2,600,0.85,5,-500,-0.71
